"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Parkolás","Tetotér","Panelprogram","Parkolóhely ára"
"11","II. kerület, Víziváros","143,4 millió Ft","96 m²","2 + 1 fél","FOR ENGLISH PLEASE SCROLL DOWN———————————————————MAGYARBudapest 2 - Mechwart liget közelében96 m² - 143.4 Mft- 2+1 szobaEladó: 92 m², világos, teljes körüen felújított utcafronti lakás erkéllyel. Pár perc sétára a Széll Kálmán, Batthány tértol, Mechwart ligettol és a Margit hídtól. Leírás:- 1 nappali- 2 szoba- 2 furdoszoba / WC- 1 konyha / étkezo- 1 gardrób- 1 erkély 3m²Futés: gáz/cirkóKözös költség: 50.000 ft /hóKözelben: Margit híd, Batthyány tér, Széna tér, Mechwart liget, Széll Kálmán tér pár perc sétára.————————————————————————————ENGLISHBudapest 2 - next to Mechwart liget96 m² - €405.500- 2 + 1 roomsFor sale: 92 m², bright, completely renovated streetfront apartment with balcony. A few minutes walk from Széll Kálmán, Batthány Square, Mechwart parc and Margaret Bridge.Description:- 1 living room- 2 rooms- 2 bathrooms / toilets- 1 kitchen / dining room- 1 wardrobe- 1 balcony 3m²Heating: gas / circulatingCommon cost: 50,000 ft / monthNearby: Margaret Bridge, Batthyány Square, Széna Square, Mechwart Grove, Széll Kálmán Square within a few minutes walk.","felújított","1950 elott","luxus","nincs megadva","3","4","van","3 m-nél magasabb","gáz (cirko)","van","50 E Ft/hó","nincs megadva","külön és egyben is","délnyugat","utcai","3 m²","nem","utca, közterület - fizetos övezet","nem tetotéri",NA,NA
"12","VIII. kerület, Orczy út","42,9 millió Ft","54 m²","2","ORCZY NEGYEDBEN - TELJESKÖRUEN FELÚJITOTT - ERKÉLYES LAKÁSBudapest VIII. kerület ORCZY ÚTON, KÖZEL AZ ORCZY KERTHEZ ÉS A LUDOVIKÁHOZ, található ez a 4. emeleti SAJÁT RÉSZRE FELÚJITOTT ERKÉLYES LAKÁS- CSENDES, KULTÚRÁLT KÖRNYEZET- NAPFÉNYES, 80%-ban PADLÓFUTÉS adja a meleget, ami RITKASÁG A BUDAPESTI lakások körében- NYÁRI MELEGBEN 2 KLIMA biztosítja a lakás hutését- 5 évvel ezelotti FELÚJITÁSNÁL a villany és vízvezetékek, a padlóburkolatok és az ablakok cseréje is megtörtént- EGYEDILEG KÉSZITETT KONYHABÚTOR és a beépített gépek a vételár részét képezik- FÜRDOSZOBA és a WC külön helyiségben, különálló kamra, és tartozik a pincében egy tároló a lakáshozAjánlom pároknak, egyetemistáknak, egyedülállóknak és pályakezdoknek is.Közelben található egyetem, gyógyszertár, kórházak, boltok, gyorséttermek.2M/24-es villamos megálló 50 méterre található amivel minden könnyen megközelítheto.Rugalmasan megtekintheto, keressen bizalommal.","újszeru","1950 elott","összkomfortos","nincs megadva","4","5","van","3 m-nél magasabb","gáz (konvektor)","van","nincs megadva","nem","külön helyiségben","kelet","utcai","3 m²","nincs megadva","nincs megadva","nem tetotéri",NA,NA
"13","XIV. kerület, Vezér utca","39,9 millió Ft","50 m²","2","Zuglóban, az Örs vezér tér közelében, a Vezér utca elején egy 50 nm-es 2 szobás, FELÚJÍTOTT, AZONNAL KÖLTÖZHETO lakás várja új tulajdonosát.A 4 szintes téglaépítésu társasház 3. emeletén található ez a szépen kialakított otthon.A felújítás 2 éve történt, az alábbiak szerint:   nyílászárók (külso, belso) cseréje, a teljes konyha kialakítása gépekkel együtt, a fürdoszoba kialakítása, légondi beszerelése burkolatok cseréjeA futést gázkazán biztosítja lapradiátoros holeadókkal, a melegvizet villanybojler.A lakásban található bútorok az irányár részét képzik.Kiváló közlekedés és infrastruktúra jellemzi a környéket, az Ors vezér tere pár perc sétára található ahol a HÉV, metró, villamos és több busz találkozási pontja van.Az Árkád bevásárlóközpont is pár perc sétára van, ahol szinte minden szolgáltatás elérheto, valamint iskola, óvoda is a lakás közvetlen közelében van.Az ingatlan azonnal birtokba veheto!Ha az ingatlan felkeltette érdeklodését, kérem hívjon bizalommal a hét bármely napján!","felújított","1950 és 1980 között","nincs megadva","nincs megadva","3","nincs megadva","nincs","nincs megadva","gázkazán","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nyugat","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,NA
"14","VII. kerület, Kis Diófa utca","45 millió Ft","48 m²","3","VII. Kis diófa utcában eladó 2. emeleti, jó állapotú, 48 nm, udvari nézetu lakás, átlagos állapotú házban.Két szoba egymásból nyílik. Belmagasság 320 cm. Közös költség korlátlan vízhasználattal 13 ezer Ft/hó. Futése konvektoros, meleg víz villanybojlerrel megoldott. Két zuhanyzós fürdoszoba van a lakásban, és két konyha - amibol az egyik akár szobává is alakítható, mely esetben két hálószobás + nappalis, két fürdoszobás lakást lehet kialakítani. Hosszútávú kiadásra használható, mivel a rövid távú kiadás nem engedélyezett a házban.Kituno helyen van, így befektetésként, saját lakásként egyaránt jó választás lehet. További információért, megtekintéshez idopont egyeztetésért várom hívását bármely napon!","jó állapotú","1950 elott","komfortos","nincs megadva","2","3","nincs","3 m-nél magasabb","gáz (konvektor)","nincs","nincs megadva","nem","egy helyiségben","nyugat","udvari","nincs megadva","nem","utca, közterület","legfelso emelet, nem tetotéri",NA,NA
"15","XI. kerület, Fraknó utca","36,5 millió Ft","50 m²","2","XI. kerület Kelenföldön eladásra kínálunk a méltán közkedvelt Fraknó utcában egy jó állapotú 50nm, 2 szobás lakást. Az épület 1970-es építésu, panel programon átesett.A lakás a ház Földszintjén található Keleti Nyugati fekvésu kertre nézo ablakokkal.Nyílászárók, villanyvezeték, hideg-meleg burkolat cseréje megtörtént, otthon melegérol egyedi méros távfutés gondoskodik. A lakás per és teher mentes.Közlekedését tekintve is remek választás villamos vonalak pár perc sétára.Közelben található továbbá kórház, orvosi rendelo, játszó terek, iskola stb.Vevoink számára a közvetítés ingyenes, továbbá ingyenes hitelügyintézést is biztosítunk!","jó állapotú","1950 és 1980 között","összkomfortos","nincs megadva","félemelet","10","van","3 m-nél alacsonyabb","távfutés egyedi méréssel","nincs","nincs megadva","igen","külön helyiségben","kelet","kertre néz","4 m²","nem","utca, közterület - ingyenes","nem tetotéri","részt vett",NA
"16","Fót, Pest megye","54 millió Ft","75 m²","4","Új építésu társasház elso emelti lakása eladó!Új építésu, 4 lakásos társasház, nettó 75 nm-es + 9 nm erkéllyel rendelkezo lakása eladó Fóton. A 2-es számú lakás az 1. emeleten helyezkedik el, amerikai konyhás nappali+ 3 szoba elrendezésu.Céges építkezés, CSOK és egyéb új építésu ingatlanokra vonatkozó kedvezmények igénybe vehetok!Rövid muszaki leírás:Az épület Porotherm 30-as falazattal, 10 cm grafitos homlokzati szigeteléssel és vasbeton födémmel épül. Nyílászárói muanyag szerkezetuek, 3 rétegu hoszigetelt üvegezéssel. A futés kondenzációs kazánnal lesz megoldott, lakásonként egyedi méréssel.Helyiséglista: Nappali-étkezo-konyha (29,3 nm), 3 szoba (11,6 nm, 9,6 nm és 8,95), fürdoszoba (4,81 nm), eloszoba (9,58 nm), külön WC (1,53 nm), erkély (9 nm)Belso ajtók, burkolatok igény szerint választhatók, a muszaki tartalomban megjelölt összegig a vételár részét képezik.Parkolás a telken belüli gépkocsi beállón lesz megoldott.Köszönjük, hogy megtisztel bizalmával, és irodánkat választja új otthona kiválasztására. Tapasztalt és felkészült kollégáink segítenek Önnek akár a hétvégén is.Ha esetleg még nem sikerült eladni ingatlanát, kedvezményes feltételekkel vállaljuk annak értékesítését!A társasház többi lakásával kapcsolatos információkért hívjon bizalommal.Ár: 54.000.000.- FtAzonosító: 6956/2Teljes ingatlankínálatunkat LOGÓNKRA kattintva megtekintheti","nincs megadva","2021","összkomfortos","nincs megadva","1","2","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","külön és egyben is","kelet","udvari","9 m²","nem","udvari beálló","legfelso emelet, nem tetotéri",NA,NA
"17","IX. kerület, Középso-Ferencváros","49,9 millió Ft","64 m²","3","3 SZOBÁS, ERKÉLYES, PANORÁMÁS LAKÁS!MEGTEKINTÉS AKÁR VIDEÓHÍVÁSON KERESZTÜL, AZ ÖN VÉDELME ÉRDEKÉBEN! Középso-Ferencváros rehabilitációs részén, a Mester utca - Haller utca sarkánál kínálom megvételre ezt a GYÖNYÖRU PANORÁMÁS, 3 szobás, erkélyes lakást egy liftes társasház IV. emeletén.A lakás egyedülállósága a PANORÁMÁS KILÁTÁS, mely köszönheto fekvésének és IV. emeleti elhelyezkedésének. Így az erkélyrol a környezo házak teteje felett a Budai hegyeket is láthatja az ide költözo!A lakás mindhárom szobája kelloen tágas, és igény esetén a nappali amerikai konyhává alakításával a jelenlegi konyhából egy további hálószoba is nyerheto. Ezzel az átalakítással a lakás már egy modern, nappali + 3 hálószobás ingatlanná varázsolható.A lakás ideális otthona lehet TÖBBGYERMEKES CSALÁDOKNAK, valamint korosztálytól függetlenül, akik egy társasházban is szeretnék élvezni a kilátást!A lakás közös költsége havonta 17.650 Ft, mely tartalmazza a korlátlan vízfogyasztást is.A téli hidegben a futésrol gázkonvektorok, a nyári melegben a huvösrol pedig légkondicionáló gondoskodik. A melegvizet villanybojler biztosítja.A lakás megtekintése miatt VÁROM HÍVÁSÁT MÉG MA!","közepes állapotú","1981 és 2000 között","összkomfortos","nincs megadva","4","7","van","3 m-nél alacsonyabb","gáz (konvektor)","van","nincs megadva","nincs megadva","külön helyiségben","északnyugat","panorámás","3 m²","nincs megadva","utca, közterület - fizetos övezet","nincs megadva",NA,NA
"18","VII. kerület, Rákóczi út","36,9 millió Ft","39 m²","1","BELVÁROSI - LUXUS GARZON - ELSO EMELETIBudapest 7. kerület közkedvelt Középso Erzsébetvárosban, KÖZEL A KÖRÚTHOZ, található ez a TÁGAS STÚDIÓLAKÁS egy CSENDES, KULTURÁLT társasházban.- TELJESKÖRU FELÚJÍTÁS: új elektromos HÁLÓZAT, VÍZVEZETÉK és LEFOLYÓRENDSZER- ÚJ ÁLMENNYEZET HANGULATVILÁGÍTÁSSAL és ÚJ NYÍLÁSZÁRÓK- JÁRÓFELÜLET teljesen ÚJRABETONOZVA, HO-HANGSZIGETELVE (az oldalfalak is)- DIGITÁLISAN SZABÁLYOZHATÓ ELEKTROMOS PADLÓFUTÉS- a jó állapotú fürdoszobán kívül MINDEN BURKOLAT ÚJ- TEHERMENTES, gyorsan költözheto- a tulajdonlapon 35m2, de több fal lebontása miatt most 39m2FREKVENTÁLT HELYEN, Blaha Lujza tér 3 perc, Keleti pályaudvar 6 perc sétára, 4-es/6-os villamos megálló 5 percre található.KÖZELBEN számos üzlet, Lidl, Aldi, Rossmann, SPAR, EGÉSZSÉGÜGYI KÖZPONT és SZÍNHÁZ.A képek magukért beszélnek. Kérdéseivel keressen bizalommal!","felújított","1950 elott","összkomfortos","nincs megadva","1","3","nincs","3 m-nél magasabb","elektromos","nincs","13 E Ft/hó","nem","egy helyiségben","délnyugat","udvari","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,NA
"19","VI. kerület, Podmaniczky utca","43,5 millió Ft","52 m²","2","Eladó örök panorámás 5. emeleti 2 szobássá alakítható világos, és csendes lakás a város szívében!LOKÁCIÓ:-Podmaniczky utcában található a Ferdinánd-híddal szemben-A troli a társasház elott áll meg, a 4-6-os villamos és metro 5 perc séta-Élelmiszerüzletek, gyógyszertár, posta, éttermek, bárok, stb. 10 perc sétán belül megtalálható a Körúton és a Westendben-Lehel piac, Városliget 15 perc gyalogÉPÜLET:-Folyamatosan karbantartva-Liftes-5 szintes ház, a többi amik mögötte találhatók, 4 szintesek, ezért az egész városra panorámás.LAKÁS:-52 négyzetméter alapterületu, 2 szobássá alakítható -Nyugati tájolásnak köszönhetoen a lakás világos és az új tulajdonos a szobából vagy jó ido esetén a folyosón vacsorázva nézheti a naplementét, ahogy a Gellért-hegy mögött lenyugszik-Fürdoszoba külön WC-vel.-A lakásban külön vízóra tartozik (Ami jelenleg havonta 3500FT)-Futés(gáz) Héra, mely újra cserépkályhává illetve lebontva kandallóvá alakítható(Jelenlegi futés ált. 10.000Ft)-Közösköltség:11.700FtAjánlom fiatal/idos pároknak, egyedülállóknak valamint befektetoknek egyaránt.A terület fejlesztés alatt, ami a lakás értékét a késobbiekben nagymértékben megemeli, így remek befektetés. Az ingatlan tehermentes, könnyen kiadható, beköltözés megegyezés szerint.Keressen bátran, akár hétvégén is!","jó állapotú","1950 elott","nincs megadva","nincs megadva","5","nincs megadva","van","3 m-nél magasabb","cserépkályha, gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","nyugat","panorámás","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,NA
"20","VIII. kerület, József utca","54,9 millió Ft","99 m²","3","***For English language please scroll down. ***A József utcában most eladó egy tégla építésu, két szobás, plusz amerikai konyhás nappalis, 99 nm-es lakás. A lakás a harmadik emeleten található. Sportos, fiatal pároknak, családoknak tökéletes választás!Ide belépve meglepo csend és nyugalom fogad bennünket. A lakás ékköve a közel 42 nm-es amerikai konyhás nappali. Gigantikus terek jellemzik ezt a lakást!Hatalmas belmagasságú helyiségei sokféleképpen használhatóak. Az átlag belmagassága 3,7 m. Ebbol kifolyólag igény szerint galériázható. Jelenleg a nappaliban (180 cm)  és a nagyobb szobában (160 cm belmagasságú) galéria kiépítve, melybol igény szerint dolgozósarok, gyerekbunker vagy akár gardrób is alakítható. A lakás délnyugati fekvésu. Ablakai belso udvarokra néznek. A 16 nm-es szoba légkondicionálóval felszerelt.A lakás kiváló lokációval rendelkezik! Pár perc sétára van a 4-es 6-os villamos, és gyalog megközelítheto az M4-es metro is.Néhány percen belül elérheto több egyetem (pl.: Pázmány Péter Katolikus Egyetem, Semmelweis Tudományegyetem, Károli Gáspár Református Egyetem), ezen felül több drogéria, könyvesbolt, pláza, gyógyszertár, étterem, és megannyi városi igényeket kielégíto szórakozóhely is.Családoknak, egyetemistáknak és befektetoknek egyaránt ideális választás.Pár nm-nyi veszteséggel könnyedén két kisebb lakássá alakítható! Ehhez az alaprajzok közt mellékeltem egy esetleges átalakítási látványtervet, hogy igény esetén miként lehetne két kisebb, (pl.: 44,5 és 45,5 nm-es lakásokká alakítani, kb 9 nm-nyi alapterület veszteségével.)Amennyiben szeretne személyesen is megbizonyosodni ennek a csodálatos lakásnak a nagyszeru adottságairól, hívjon! Egyeztessünk idopontot a megtekintésére! Ha épp nem tudom felvenni, amint tudom, visszahívom.  Akár hétvégén is szívesen mutatom.(További kínálatunkat keresse a VING hivatalos weboldalán.) \n ***In József street, a 99 sqm apartment is now for sale.It was made from brick. It has two-room, plus an American kitchen and living room. Entering here, we are greeted by surprising peace and quiet.The jewel of the apartment is the nearly 42 sqm living room with the American kitchen. Its rooms with huge ceilings can be used in many ways. The average interior height is 3.7 m. For this reason, it can be galleryed on demand.At present, there is a gallery with a ceiling height of 1.60 - and 1.80 m in the living room and in the larger room, from which a work area, a children's bunker or even a wardrobe can be converted as required.The apartment is located in the southwest. Its windows face the inner courtyards.The 16 sqm room is equipped with air conditioning.The apartment has an excellent location! Trams 4 and 6 are a few minutes ’walk away, and the M4 metro is within walking distance.Within a few minutes you can reach several universities (for example Pázmány Péter Catholic University, Semmelweis University, Károli Gáspár Reformed University), as well as several drugstores, a bookstore, a plaza, a pharmacy, a restaurant, and so on.It is an ideal choice for families, college students and investors also.With a loss of a few sqm, it can be easily converted into two smaller apartments! To this, I attached a possible conversion visual plan between the floor plans, how, if required, it could be converted into two smaller apartments (for exaple: 44.5 and 45.5 sqm, with a loss of about 9 sqm of floor space).If you would like to see for yourself the great features of this wonderful apartment, give me a call! Make an appointment to view it!","jó állapotú","1950 elott","duplakomfortos","nincs megadva","3","3","nincs megadva","3 m-nél magasabb","egyéb","van","nincs megadva","nem","egy helyiségben","délnyugat","udvari","nincs megadva","nem","utca, közterület - fizetos övezet","nincs megadva",NA,NA
"21","IX. kerület, Angyal utca","99 millió Ft","120 m²","2 + 3 fél","IX. kerület rehabilitációs részén az Angyal utcában közel a Dunához, eladó egy 120 nm-es, remek elrendezésu, 2+3 félszobás, dupla komfortos, cirkos, francia erkélyes, emeleti, szép állapotú lakás.Az ingatlan egy rendezett lift nélküli társasház harmadik emeltén helyezkedik el. Belépve az ingatlanba egy tágas elotérbe érünk, ahonnan a szobák nyílnak, mind külön nyíló. A jelenlegi elrendezése két egész szoba és három félszoba. A félszobákban a nagy belmagasságnak köszönhetoen galéria található.Az ingatlan duplakomfortos, az egyik fürdoszobába zuhanykabin, a másikban fürdokád található. A konyha gépesített. A futésrol gáz cirkó gondoskodik.Kifogástalan elhelyezkedés, 2 percre a körúttól mégis csendes kis utcában. Elonyei közé tartozik az ingatlannak, hogy a város zaja egyáltalán nem szurodik be. Pár perc sétára 4,6-os villamos, M3 metró, buszjáratok. Közelben a Corvin negyed és bevásárlási lehetoségei és a Semmelweis Egyetem a tovább tanulni vágyóknak.További információkért és a megtekintés miatt kérem, keressen elérhetoségeimen!For more information please feel free to contact me.Per ulteriori informazioni potete contattarmi telefonicamente o via email.","felújított","nincs megadva","duplakomfortos","nincs megadva","3","nincs megadva","nincs","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","egy helyiségben","nincs megadva","nincs megadva","2 m²","nincs megadva","utca, közterület","nincs megadva",NA,NA
"22","XI. kerület, Bánk bán utca","38,9 millió Ft","51 m²","2","A XI.kerületben a  közkedvelt Bánk Bán utcában, zöldre nézo,csendes , 51 nm-es,  2 szobás felújítandó ingatlan eladó. A ház, téglából épült az 1920-as években . A ház egy nagyobb felújítás elott áll,tervezik a lift beépítését is. A lakásban a villanyvezeték részlegesen ki lettek cserélve. A szobákban parketták találhatók, ami kiváló állapotban vannak, csiszolás-lakkozás után kifogástalanok. A lakás átalakítható, akár egy amerikai-konyhás nappali + 1 szobássá. A ingatlan Nyugati és Keleti fekvésu, világos, napsütötte. A futését Héra futés biztosítja, ami egyedileg szabályozható. A közös költség 12.000.-ft , ami tartalmazza a ház felújítási alapját is. A víz egyedileg mérheto ( hideg vízóra van). A közlekedést tekintve kiváló, ugyanis az 1-es,47-es,17-es,41-es,56-os villamos és a 7-es, 114-es,153-as, 214-es, 58-as és a 103-as busz pár percre található. Közelben  Budapest  elso okosplázája az Etele pláza, vagy Budapest ikonikus épülete a Mol Campus és a Kopaszi-gát, de az Újbuda-központ is pár percre van! A lakáshoz saját egy közös tároló is tartozik. Az ingatlan rövid idon belül birtokbaveheto. Vevoink számára a közvetítés ingyenes, továbbá a hitelügyintézésben is segítséget nyújtunk!","közepes állapotú","1950 elott","összkomfortos","nincs megadva","3","nincs megadva","nincs","3 m-nél magasabb","gáz (konvektor)","nincs","30 E Ft/hó","nem","egy helyiségben","kelet","udvari","nincs megadva","nem","utca, közterület - ingyenes","legfelso emelet, nem tetotéri",NA,NA
"23","X. kerület, Harmat utca","13 millió Ft","20 m²","1","AZONOSÍTÓ: HC-3-017  Eladásra kínálunk Kobányán a Harmat utcában egy utcai bejáratú 20 m2- es egyszobás lakásnak  átalakított (tulajdoni lapon) üzlet helységet. Az ingatlan befektetésre illetve lakhatásra is kiváló vagy akár üzlet helységnek. Tömegközlekedés szempontjából nagyszeru választás mivel karnyújtásnyira helyezkedik el  az 1-es villamos vonala illetve a vonat állomás is.  A közös költség 11500 ft ami tartalmazza a víz számlát.  Vezetékek ki lettek cserélve 2020- ban.   Amennyiben fel keltette az érdeklodését kérem keressen bizalommal.","közepes állapotú","1950 és 1980 között","komfort nélküli","nincs megadva","földszint","4","nincs megadva","3 m-nél alacsonyabb","gáz (konvektor)","nincs","11 E Ft/hó","igen","külön helyiségben","nincs megadva","utcai","nincs megadva","nem","utca, közterület - fizetos övezet","nincs megadva",NA,NA
"24","XVI. kerület, Rákosszentmihály","34,9 millió Ft","50 m²","2","Rákosszentmihályon,10 lakásos apartman házban kínálok eladásra, egy 1 emeleti, belso kétszintes 50 nm-es, összkomfortos,  tégla lakást A  lakásban gépesített-, konyhabútorral felszerelt amerikai konyhás nappali, kádas fürdoszoba, és a emeleten 20 nm-es szoba  található.  A házban házközponti futés van, melynek  költsége: 400 Ft/ nm. Az ingatlan azonnal költözheto. Kiváló infrastruktúrával rendelkezik, közelben vásárlási lehetoség, orvosi ellátás, gyógyszertár, sporttelep, óvoda, iskolák, játszótér, buszmegálló sétával is könnyedén elérheto.Várom hívását a hét bármely napján.","újszeru","2020","összkomfortos","nincs megadva","1","2","nincs megadva","nincs megadva","házközponti","van","nincs megadva","nincs megadva","egy helyiségben","nincs megadva","nincs megadva","nincs megadva","nincs megadva","utca, közterület","nincs megadva",NA,NA
"25","Bicske, Kertváros","25 millió Ft","60 m²","1","Bicskén 60 m2-es új ikerház alkalmi áron eladó!Jellemzoi:-teljesen felújított ikerház;-minden új benne;-padlófutés, elektromos kazánnal üzemeltetve;-téglából és ytongból épült, a nappali könnyuszerkezetes;-       redonyös, garanciális muanyag nyílászárók;-külso szigeteléssel ellátott (a színezést tartalmazza az ár);-új, fóliás nyílászárók;-alapterülete 42 m2, emelet 18 m2-es;-       légkondicionálóval felszerelt;-300 m2-es különálló udvar és kert tartozik hozzá;-       széles utcafront.Az ár tartalmazza:-Leier zsalukobol épült kerítést, kovácsoltvas jellegu betétekkel, kiskapuval, nagykapuval (utolsó képen);-a teljes terület körbekerítését;-külso terület rendezését;-kamera rendszer házon belül és kívül;-külso homlokzat színezését;-internet kapcsolatot;-       murvázott bejáró.Besorolás: ikerház, udvarral, kerttel.Ára: 25 millió Ft (készpénzes vevot várunk)Érdeklodni: Maja,","újszeru","2020","összkomfortos","nincs megadva","földszint","2","nincs megadva","3 m-nél alacsonyabb","padlófutés","nincs megadva","nincs megadva","nincs megadva","egy helyiségben","nincs megadva","nincs megadva","nincs megadva","igen","udvari beálló - benne van az árban","nincs megadva",NA,NA
"26","III. kerület, Óbudai lakótelep","48,5 millió Ft","70 m²","3","Eladó 3. kerület, Óbudán,  a Flórián tértol 2 percre egy teljes köruen felújított, 3 szobás, 70m2-es, okosotthon elokészítéses panellakás.A lakás egy 10 emeletes, liftes társasház 7. emeletén helyezkedik el. A lakásban található egy nagy, amerikai konyhás nappali, két 17 m2-es szoba,  egy 5m2-es fürdo sarokkáddal, külön mellékhelyiséggel, valamint egy tágas eloszoba.A felújítás során a teljes villamoshálózat kicserélésre került a mérohellyel együtt. 32 Amperre bovítés megtörtént. A konyhában indukciós fozo és süto elokészítés, a nappaliban pedig klíma elokészítés történt. A teljes vízvezeték és futésrendszer felújítása került. A radiátorokra egyedi homennyiségméro lett felszerelve. Új bejárati ajtó, valamint mindenhol német minoségu muanyag ablakok kerültek beépítésre, redonnyel és szúnyoghálóval. A falak 2 rétegben glettelve és festve lettek. A szobák laminált padlólappal burkoltak. A konyhában, fürdoben, mellékhelyiségben és a közlekedoben Zalakerámia hidegburkolat lett letéve. A belso ajtók hiányoznak, de az új tulajdonos ízlése szerint  beépítheto.A lakáshoz tartozik a folyosón egy közös használatú tároló.A lakást a tulajdonosok saját részre újították fel, így mindenhová a legminoségibb anyagok kerültek, illetve az utolsó villanykapcsoló helye is jól átgondolt. Eszerint a mellékhelyiség ajtaja elorébb került, így nagyobb helyet kapva, valamint a fürdoszoba egybe lett nyitva az eredeti ablak nélküli gardróbszobával, így kapva meg jelenlegi tágas méretét. A lakásban sok a praktikum, érdemes megnézni!Amennyiben hirdetésem felkeltette érdeklodését, vagy további kérdései volnának, hívjon bizalommal.","felújított","nincs megadva","összkomfortos","nincs megadva","7","10","van","3 m-nél alacsonyabb","távfutés egyedi méréssel","nincs","12 E Ft/hó","igen","külön helyiségben","nincs megadva","utcai","nincs megadva","nincs megadva","utca, közterület","nem tetotéri","nem vett részt",NA
"27","X. kerület, Laposdulo","17,9 millió Ft","38 m²","1 + 1 fél","STADIONOKHOZ KÖZEL, 2 SZOBÁS, TÉGLA LAKÁS !!!Kiváló közlekedés mellett, mégis csendes utcában eladásra kínálunk egy 4 emeletes, körbe parkosított tégla házban egy 2 szobás magasföldszinti, világos ingatlant kedvezo fenntartással!Az ingatlan saját víz és gáz órával rendelkezik. Nyílászárói muanyagra lettek cserélve. A lakás melegérol  gázkazán gondoskodik. (futés álltalány : ~ 6.000 Ft)A lakáshoz tartozik egy saját, zárható pince rész, mely 5 nm nagyságú.A Stadionok (M)  és Kobánya alsó 5 perc  alatt elérheto, az Örs Vezér Tere (M) 10 perc,- a Blaha Lujza tér (M) pedig 15 perc távolságra található.Vevoink számára a közvetítés díjtalan.","közepes állapotú","1950 elott","összkomfortos","nincs megadva","földszint","4","nincs megadva","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kelet","kertre néz","nincs megadva","nincs megadva","utca, közterület","nincs megadva",NA,NA
"28","XVIII. kerület, Újpéteritelep","58 millió Ft","70 m²","3","Hat lakásos társasházban kínálok megvételre verhetetlen áronEgy három szobás lakást !A lakás DK-I fekvésu mindig világos.Az ingatlan 2020-ban épült, a jelenlegi legkorszerubb és energiatakarékosabb anyagok felhasználásával.Infrafilm futéssel van ellátva, a melegvíz ellátását bojler biztosítja.Minden fogyasztás egyedi mérés alapján kerül elszámolásra.Legyen ön az elso aki beköltözik otthonába!Az ingatlan teljesen üresen várja új tulajdonosait, ezért  azonnal költözheto.A környék a tömegközlekedéssel is a remekül ellátott helyek közé tarozik.autóbuszok: 184, 184E, 84E, 84M, 254M, 166, 266, 950, 950A, 54,55 89E, 94E, ).Hívjon bizalommal, akár hétvégén is! 58000000 FtReferencia szám: H425588","nincs megadva","2020","nincs megadva","nincs megadva","2","nincs megadva","nincs megadva","3 m-nél alacsonyabb","elektromos","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délkelet","utcai","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,NA
